date,tic,adjcp,datadate
2010-01-27,PG,37.93952941894531,20100127
2010-01-27,TRV,34.92692947387695,20100127
2010-01-27,UNH,25.731416702270508,20100127
2010-01-27,V,18.664335250854492,20100127
2010-01-27,VZ,12.124669075012207,20100127
2010-01-27,WMT,12.735872268676758,20100127
2010-01-27,XOM,35.66643524169922,20100127
2010-01-28,AAPL,5.971328258514404,20100128
2010-01-28,AXP,29.748300552368164,20100128
2010-01-28,BA,48.74907684326172,20100128
2010-01-28,CAT,34.89041519165039,20100128
2010-01-28,CSCO,14.493058204650879,20100128
2010-01-28,CVX,38.227691650390625,20100128
2010-01-28,DIS,24.976539611816406,20100128
2010-01-28,GS,115.09823608398438,20100128
2010-01-28,HD,18.539913177490234,20100128
2010-01-28,IBM,67.70821380615234,20100128
2010-01-28,INTC,12.897841453552246,20100128
2010-01-28,JNJ,39.65769577026367,20100128
2010-01-28,JPM,26.055152893066406,20100128
2010-01-28,KO,16.448087692260742,20100128
2010-01-28,MCD,40.36451721191406,20100128
2010-01-28,MMM,41.61084747314453,20100128
2010-01-28,MRK,20.991487503051758,20100128
2010-01-28,MSFT,21.74268913269043,20100128
2010-01-28,NKE,12.809844017028809,20100128
2010-01-28,PFE,9.055015563964844,20100128
2010-01-28,PG,38.48233413696289,20100128
2010-01-28,TRV,34.494632720947266,20100128
2010-01-28,UNH,25.87849998474121,20100128
2010-01-28,V,18.384071350097656,20100128
2010-01-28,VZ,11.905474662780762,20100128
2010-01-28,WMT,12.547453880310059,20100128
2010-01-28,XOM,35.35079574584961,20100128
2010-01-29,AAPL,5.754695415496826,20100129
2010-01-29,AXP,29.93108367919922,20100129
2010-01-29,BA,47.221771240234375,20100129
2010-01-29,CAT,35.146087646484375,20100129
2010-01-29,CSCO,14.460882186889648,20100129
2010-01-29,CVX,37.643104553222656,20100129
2010-01-29,DIS,25.14673614501953,20100129
2010-01-29,GS,111.66681671142578,20100129
2010-01-29,HD,18.99424934387207,20100129
2010-01-29,IBM,66.96409606933594,20100129
2010-01-29,INTC,12.561153411865234,20100129
2010-01-29,JNJ,39.07341384887695,20100129
2010-01-29,JPM,25.698762893676758,20100129
2010-01-29,KO,16.46933364868164,20100129
2010-01-29,MCD,40.1075439453125,20100129
2010-01-29,MMM,41.47686767578125,20100129
2010-01-29,MRK,21.10759162902832,20100129
2010-01-29,MSFT,21.01198387145996,20100129
2010-01-29,NKE,12.856226921081543,20100129
2010-01-29,PFE,9.069599151611328,20100129
2010-01-29,PG,38.40122604370117,20100129
2010-01-29,TRV,34.769100189208984,20100129
2010-01-29,UNH,25.545631408691406,20100129
2010-01-29,V,18.246164321899414,20100129
2010-01-29,VZ,11.942002296447754,20100129
2010-01-29,WMT,12.743021965026855,20100129
2010-01-29,XOM,35.06239700317383,20100129
2010-02-01,AAPL,5.834697246551514,20100201
2010-02-01,AXP,30.36822509765625,20100201
2010-02-01,BA,48.07894515991211,20100201
2010-02-01,CAT,35.617027282714844,20100201
2010-02-01,CSCO,14.628209114074707,20100201
2010-02-01,CVX,38.4051628112793,20100201
2010-02-01,DIS,25.121206283569336,20100201
2010-02-01,GS,114.97809600830078,20100201
2010-02-01,HD,19.251935958862305,20100201
2010-02-01,IBM,68.2115707397461,20100201
2010-02-01,INTC,12.697127342224121,20100201
2010-02-01,JNJ,39.21638107299805,20100201
2010-02-01,JPM,26.154155731201172,20100201
2010-02-01,KO,16.50880241394043,20100201
2010-02-01,MCD,41.045509338378906,20100201
2010-02-01,MMM,41.451087951660156,20100201
2010-02-01,MRK,21.17393684387207,20100201
2010-02-01,MSFT,21.18346405029297,20100201
2010-02-01,NKE,12.926806449890137,20100201
2010-02-01,PFE,9.132787704467773,20100201
2010-02-01,PG,38.67573928833008,20100201
2010-02-01,TRV,34.78282928466797,20100201
2010-02-01,UNH,25.646272659301758,20100201
2010-02-01,V,18.608736038208008,20100201
2010-02-01,VZ,12.01913070678711,20100201
2010-02-01,WMT,12.75495433807373,20100201
2010-02-01,XOM,36.014713287353516,20100201
2010-02-02,AAPL,5.868555068969727,20100202
2010-02-02,AXP,31.011966705322266,20100202
2010-02-02,BA,48.265960693359375,20100202
2010-02-02,CAT,36.02741241455078,20100202
2010-02-02,CSCO,14.81484603881836,20100202
2010-02-02,CVX,38.8592643737793,20100202
2010-02-02,DIS,25.512662887573242,20100202
2010-02-02,GS,117.83882141113281,20100202
2010-02-02,HD,19.685935974121094,20100202
2010-02-02,IBM,68.68212127685547,20100202
2010-02-02,INTC,12.891366958618164,20100202
2010-02-02,JNJ,39.775821685791016,20100202
2010-02-02,JPM,26.761306762695312,20100202
2010-02-02,KO,16.71221160888672,20100202
2010-02-02,MCD,41.13544845581055,20100202
2010-02-02,MMM,41.44594955444336,20100202
2010-02-02,MRK,21.859460830688477,20100202
2010-02-02,MSFT,21.220746994018555,20100202
2010-02-02,NKE,12.892521858215332,20100202
2010-02-02,PFE,9.351506233215332,20100202
2010-02-02,PG,39.243492126464844,20100202
2010-02-02,TRV,35.05730056762695,20100202
2010-02-02,UNH,26.358442306518555,20100202
2010-02-02,V,18.68658447265625,20100202
2010-02-02,VZ,12.067838668823242,20100202
2010-02-02,WMT,12.757335662841797,20100202
2010-02-02,XOM,36.439186096191406,20100202
2010-02-03,AAPL,5.96953010559082,20100203
2010-02-03,AXP,30.463586807250977,20100203
2010-02-03,BA,48.21888732910156,20100203
2010-02-03,CAT,35.91977310180664,20100203
2010-02-03,CSCO,14.847023010253906,20100203
2010-02-03,CVX,38.21202850341797,20100203
2010-02-03,DIS,26.167917251586914,20100203
2010-02-03,GS,118.05656433105469,20100203
2010-02-03,HD,19.30618667602539,20100203
2010-02-03,IBM,68.75325012207031,20100203
2010-02-03,INTC,12.844375610351562,20100203
2010-02-03,JNJ,39.55202865600586,20100203
2010-02-03,JPM,26.589712142944336,20100203
2010-02-03,KO,16.657554626464844,20100203
2010-02-03,MCD,41.89353561401367,20100203
2010-02-03,MMM,41.99733352661133,20100203
2010-02-03,MRK,21.4061279296875,20100203
2010-02-03,MSFT,21.347501754760742,20100203
2010-02-03,NKE,12.906637191772461,20100203
2010-02-03,PFE,9.135625839233398,20100203
2010-02-03,PG,39.087528228759766,20100203
2010-02-03,TRV,34.700496673583984,20100203
2010-02-03,UNH,25.793346405029297,20100203
2010-02-03,V,18.57759666442871,20100203
2010-02-03,VZ,11.848648071289062,20100203
2010-02-03,WMT,12.943367004394531,20100203
2010-02-03,XOM,36.24327087402344,20100203
2010-02-04,AAPL,5.754396438598633,20100204
2010-02-04,AXP,29.8277587890625,20100204
2010-02-04,BA,46.539939880371094,20100204
2010-02-04,CAT,34.58091735839844,20100204
2010-02-04,CSCO,14.904943466186523,20100204
2010-02-04,CVX,37.25165557861328,20100204
2010-02-04,DIS,25.24885368347168,20100204
2010-02-04,GS,113.13854217529297,20100204
2010-02-04,HD,18.940000534057617,20100204
2010-02-04,IBM,67.29786682128906,20100204
2010-02-04,INTC,12.413616180419922,20100204
2010-02-04,JNJ,38.93666458129883,20100204
2010-02-04,JPM,25.30938720703125,20100204
